2026-03-14 22:03:59,785 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "9479b096", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.7, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:59,786 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "9479b096", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.85, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:03:59,964 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:03:59,965 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "a5980b6c", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 4.9, "save_ativo": "alexandre_paiva"}
2026-03-14 22:03:59,965 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "a5980b6c", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 5.8, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:00,143 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:00,144 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "e6ed30c9", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.29, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:00,145 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "e6ed30c9", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.5, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:00,323 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:00,324 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "5eca7f30", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.27, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:00,325 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "5eca7f30", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.02, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:00,501 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:00,502 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "a8103fda", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 6.62, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:00,503 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "a8103fda", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 7.33, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:00,680 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:00,681 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "8dbe04d1", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 8.39, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:00,682 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "8dbe04d1", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 9.44, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:00,859 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:00,860 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "0b07bcb1", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.73, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:00,861 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "0b07bcb1", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.42, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:01,036 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:01,037 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "5e614903", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.77, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:01,038 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "5e614903", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.61, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:01,213 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:01,214 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "9532d1b9", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 3.77, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:01,214 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "9532d1b9", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 4.37, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:01,385 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:01,386 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "c0995c71", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.05, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:01,387 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "c0995c71", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.03, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:01,575 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:01,575 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "22e31373", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 7.91, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:01,576 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "22e31373", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 8.75, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:01,758 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:01,759 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "bb13ec10", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.07, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:01,760 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "bb13ec10", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.03, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:01,940 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:01,941 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "2941e926", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.58, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:01,942 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "2941e926", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.63, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:02,117 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:02,118 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "b2cc961b", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.82, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:02,119 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "b2cc961b", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.85, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:02,296 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:02,297 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "7ff176e5", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 4.05, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:02,297 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "7ff176e5", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 4.55, "save_ativo": "alexandre_paiva", "outcome": "error"}
