2026-04-06 18:33:35,954 | INFO | tennislegacy | {"event": "request_complete", "request_id": "ed7f1ae3", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 4.2, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:35,995 | INFO | tennislegacy | {"event": "partida_iniciada", "save": "alexandre_paiva", "jogador": "Alexandre Paiva", "adversario": "Akira Santillan", "modo": "rapido", "partida_id": "951b38648e59403f92238855f9107f8c"}
2026-04-06 18:33:35,997 | INFO | tennislegacy | {"event": "request_complete", "request_id": "8606c481", "method": "POST", "path": "/api/partida/iniciar", "query": "", "status_code": 200, "duration_ms": 31.23, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:36,035 | INFO | tennislegacy | {"event": "request_complete", "request_id": "04ac7674", "method": "POST", "path": "/api/partida/estrategia", "query": "", "status_code": 200, "duration_ms": 33.69, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:36,049 | INFO | tennislegacy | {"event": "request_complete", "request_id": "b3521693", "method": "POST", "path": "/api/save/salvar", "query": "", "status_code": 200, "duration_ms": 40.38, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:36,171 | INFO | tennislegacy | {"event": "request_complete", "request_id": "692ea8ff", "method": "POST", "path": "/api/partida/simular-partida", "query": "", "status_code": 200, "duration_ms": 124.87, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:36,180 | INFO | tennislegacy | {"event": "request_complete", "request_id": "122192c4", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 0.92, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:39,961 | INFO | tennislegacy | {"event": "request_complete", "request_id": "a22de189", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 54.7, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:40,032 | INFO | tennislegacy | {"event": "request_complete", "request_id": "7d8b2197", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 60.66, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:41,915 | INFO | tennislegacy | {"event": "request_complete", "request_id": "b9ecddf8", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 1.97, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:41,961 | INFO | tennislegacy | {"event": "request_complete", "request_id": "5f5cda76", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 2.63, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:42,038 | INFO | tennislegacy | {"event": "request_complete", "request_id": "648c3105", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 78.77, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:42,039 | INFO | tennislegacy | {"event": "request_complete", "request_id": "c75bf2c8", "method": "GET", "path": "/api/partida/preview", "query": "", "status_code": 200, "duration_ms": 79.33, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:42,040 | INFO | tennislegacy | {"event": "request_complete", "request_id": "91297fe7", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 80.77, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:45,075 | INFO | tennislegacy | {"event": "request_complete", "request_id": "39d3c1d2", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 3.37, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:45,118 | INFO | tennislegacy | {"event": "partida_iniciada", "save": "alexandre_paiva", "jogador": "Alexandre Paiva", "adversario": "Jie Cui", "modo": "rapido", "partida_id": "391cbe6fe6934844b87dd62372312152"}
2026-04-06 18:33:45,119 | INFO | tennislegacy | {"event": "request_complete", "request_id": "b9a5f06f", "method": "POST", "path": "/api/partida/iniciar", "query": "", "status_code": 200, "duration_ms": 32.3, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:45,135 | INFO | tennislegacy | {"event": "request_complete", "request_id": "12bed3d6", "method": "POST", "path": "/api/partida/estrategia", "query": "", "status_code": 200, "duration_ms": 10.79, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:45,183 | INFO | tennislegacy | {"event": "request_complete", "request_id": "2ab90859", "method": "POST", "path": "/api/save/salvar", "query": "", "status_code": 200, "duration_ms": 43.81, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:45,268 | ERROR | tennislegacy | {"event": "erro_simular_partida", "reason": "list.index(x): x not in list", "error_type": "NameError", "error": "name 'SAVES_DIR' is not defined", "root_cause_type": "ValueError", "root_cause": "list.index(x): x not in list", "cause_chain": [{"type": "NameError", "message": "name 'SAVES_DIR' is not defined"}, {"type": "ValueError", "message": "list.index(x): x not in list"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 192, in _fase_alcancada_apos_partida\n    idx = fases.index(fase_norm)\nValueError: list.index(x): x not in list\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 282, in simular_partida\n    return runtime.simular_partida()\n           ~~~~~~~~~~~~~~~~~~~~~~~^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1110, in simular_partida\n    ultimo_estado = self.jogar_ponto()\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1090, in jogar_ponto\n    self._finalizar_torneio()\n    ~~~~~~~~~~~~~~~~~~~~~~~^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 874, in _finalizar_torneio\n    self._registrar_historicos(instancia)\n    ~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 748, in _registrar_historicos\n    fase_alcancada = _fase_alcancada_apos_partida(\n        instancia, fase_label, jogador_venceu\n    )\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 196, in _fase_alcancada_apos_partida\n    log_erro(None, \"_fase_alcancada_apos_partida\", e)\n    ~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/log_jogo.py\", line 39, in log_erro\n    pasta = os.path.join(SAVES_DIR, save_ref)\n                         ^^^^^^^^^\nNameError: name 'SAVES_DIR' is not defined", "partida_id": "391cbe6fe6934844b87dd62372312152"}
2026-04-06 18:33:45,269 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "bd44d41b", "method": "POST", "path": "/api/partida/simular-partida", "query": "", "status_code": 500, "detail": "Erro ao simular partida.", "reason": "Erro ao simular partida.", "duration_ms": 128.49, "save_ativo": "alexandre_paiva"}
2026-04-06 18:33:45,269 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "bd44d41b", "method": "POST", "path": "/api/partida/simular-partida", "query": "", "status_code": 500, "duration_ms": 128.75, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-04-06 18:33:45,275 | INFO | tennislegacy | {"event": "request_complete", "request_id": "f06d086a", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 1.59, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:45,285 | INFO | tennislegacy | {"event": "request_complete", "request_id": "aeacead7", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 1.13, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:49,095 | INFO | tennislegacy | {"event": "request_complete", "request_id": "cf61a71e", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 51.88, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:49,863 | INFO | tennislegacy | {"event": "semana_avancada", "save": "alexandre_paiva", "jogador": "Alexandre Paiva", "semana_nova": 2, "num_eventos": 4}
2026-04-06 18:33:49,863 | INFO | tennislegacy | {"event": "request_complete", "request_id": "87ef1714", "method": "POST", "path": "/api/calendario/avancar", "query": "", "status_code": 200, "duration_ms": 762.69, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:49,920 | INFO | tennislegacy | {"event": "request_complete", "request_id": "be479f86", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 51.13, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:49,941 | INFO | tennislegacy | {"event": "request_complete", "request_id": "0516ac70", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 2.18, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:49,944 | INFO | tennislegacy | {"event": "request_complete", "request_id": "4d86a0d0", "method": "GET", "path": "/api/email/unread-count", "query": "", "status_code": 200, "duration_ms": 2.16, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:52,685 | INFO | tennislegacy | {"event": "request_complete", "request_id": "63c3b0e2", "method": "GET", "path": "/api/torneio/checar-convocacao", "query": "", "status_code": 200, "duration_ms": 10.25, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:52,687 | INFO | tennislegacy | {"event": "request_complete", "request_id": "018cc98a", "method": "GET", "path": "/api/calendario/semana/2", "query": "", "status_code": 200, "duration_ms": 11.54, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:52,688 | INFO | tennislegacy | {"event": "request_complete", "request_id": "b65e7b72", "method": "GET", "path": "/api/calendario/atual", "query": "", "status_code": 200, "duration_ms": 14.1, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:52,708 | INFO | tennislegacy | {"event": "request_complete", "request_id": "d930ab6c", "method": "GET", "path": "/api/torneio/checar-convocacao", "query": "", "status_code": 200, "duration_ms": 2.15, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:56,533 | INFO | tennislegacy | {"event": "semana_avancada", "save": "alexandre_paiva", "jogador": "Alexandre Paiva", "semana_nova": 3, "num_eventos": 6}
2026-04-06 18:33:56,533 | INFO | tennislegacy | {"event": "request_complete", "request_id": "92f27a3d", "method": "POST", "path": "/api/calendario/avancar", "query": "", "status_code": 200, "duration_ms": 577.91, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:56,549 | INFO | tennislegacy | {"event": "request_complete", "request_id": "95344edc", "method": "GET", "path": "/api/calendario/semana/3", "query": "", "status_code": 200, "duration_ms": 2.42, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:33:56,550 | INFO | tennislegacy | {"event": "request_complete", "request_id": "2445d89f", "method": "GET", "path": "/api/torneio/checar-convocacao", "query": "", "status_code": 200, "duration_ms": 3.96, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:00,703 | INFO | tennislegacy | {"event": "request_complete", "request_id": "84feb0fa", "method": "GET", "path": "/api/email/unread-count", "query": "", "status_code": 200, "duration_ms": 2.05, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:00,765 | INFO | tennislegacy | {"event": "request_complete", "request_id": "41249c5d", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 64.67, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,834 | INFO | tennislegacy | {"event": "request_complete", "request_id": "92c0c2c5", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 1.93, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,843 | INFO | tennislegacy | {"event": "request_complete", "request_id": "3ee7c16c", "method": "GET", "path": "/api/jogador/atributos", "query": "", "status_code": 200, "duration_ms": 7.18, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,843 | INFO | tennislegacy | {"event": "request_complete", "request_id": "04bf2b4d", "method": "GET", "path": "/api/email/inbox", "query": "", "status_code": 200, "duration_ms": 7.18, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,852 | INFO | tennislegacy | {"event": "request_complete", "request_id": "e2371c5f", "method": "GET", "path": "/api/jogador/equipe", "query": "", "status_code": 200, "duration_ms": 15.49, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,853 | INFO | tennislegacy | {"event": "request_complete", "request_id": "9c6b9c78", "method": "GET", "path": "/api/historico/goat", "query": "", "status_code": 200, "duration_ms": 16.19, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,854 | INFO | tennislegacy | {"event": "request_complete", "request_id": "9740feda", "method": "GET", "path": "/api/jogador/historico-partidas", "query": "", "status_code": 200, "duration_ms": 12.92, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,854 | INFO | tennislegacy | {"event": "request_complete", "request_id": "379c614c", "method": "GET", "path": "/api/jogador/ranking-detalhado", "query": "", "status_code": 200, "duration_ms": 17.86, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,867 | INFO | tennislegacy | {"event": "request_complete", "request_id": "340f118e", "method": "GET", "path": "/api/jogador/financeiro", "query": "", "status_code": 200, "duration_ms": 1.53, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,868 | INFO | tennislegacy | {"event": "request_complete", "request_id": "3580d58c", "method": "GET", "path": "/api/jogador/carreira", "query": "", "status_code": 200, "duration_ms": 1.95, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:01,918 | INFO | tennislegacy | {"event": "request_complete", "request_id": "6481816e", "method": "POST", "path": "/api/email/marcar-lidos", "query": "", "status_code": 200, "duration_ms": 44.11, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:08,147 | INFO | tennislegacy | {"event": "request_complete", "request_id": "222f4837", "method": "GET", "path": "/api/jogador/forma-recente", "query": "", "status_code": 200, "duration_ms": 4.76, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:18,981 | INFO | tennislegacy | {"event": "request_complete", "request_id": "1fa136ee", "method": "GET", "path": "/api/jogador/forma-recente", "query": "", "status_code": 200, "duration_ms": 1.64, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:29,919 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "47f859d6", "method": "POST", "path": "/api/email/acao", "query": "", "status_code": 422, "duration_ms": 4.27, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-04-06 18:34:32,247 | INFO | tennislegacy | {"event": "request_complete", "request_id": "bc470163", "method": "GET", "path": "/api/email/unread-count", "query": "", "status_code": 200, "duration_ms": 2.57, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:32,249 | INFO | tennislegacy | {"event": "request_complete", "request_id": "ad401d1e", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 5.04, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:33,415 | INFO | tennislegacy | {"event": "request_complete", "request_id": "50bb5cc6", "method": "GET", "path": "/api/calendario/semana/3", "query": "", "status_code": 200, "duration_ms": 9.38, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:33,417 | INFO | tennislegacy | {"event": "request_complete", "request_id": "9c41288a", "method": "GET", "path": "/api/torneio/checar-convocacao", "query": "", "status_code": 200, "duration_ms": 11.66, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:33,419 | INFO | tennislegacy | {"event": "request_complete", "request_id": "f22a11ec", "method": "GET", "path": "/api/calendario/atual", "query": "", "status_code": 200, "duration_ms": 14.09, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:33,434 | INFO | tennislegacy | {"event": "request_complete", "request_id": "9ed56f3b", "method": "GET", "path": "/api/torneio/checar-convocacao", "query": "", "status_code": 200, "duration_ms": 1.58, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:35,082 | INFO | tennislegacy | {"event": "request_complete", "request_id": "87236e28", "method": "GET", "path": "/api/torneio/historico", "query": "nome=Nonthaburi%20Challenger", "status_code": 200, "duration_ms": 2.01, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:37,081 | INFO | tennislegacy | {"event": "torneio_criado", "save": "alexandre_paiva", "jogador": "Alexandre Paiva", "torneio": "Nonthaburi Challenger", "modalidade": "simples"}
2026-04-06 18:34:37,083 | INFO | tennislegacy | {"event": "request_complete", "request_id": "44a11fff", "method": "POST", "path": "/api/torneio/criar", "query": "", "status_code": 200, "duration_ms": 151.9, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:37,131 | INFO | tennislegacy | {"event": "request_complete", "request_id": "e3308fb6", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 33.65, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:41,597 | INFO | tennislegacy | {"event": "fase_avancada", "save": "alexandre_paiva", "fase_anterior": "qualy_1", "fase_atual": "qualy_2", "num_resultados": 12}
2026-04-06 18:34:41,599 | INFO | tennislegacy | {"event": "request_complete", "request_id": "5eb4bc80", "method": "POST", "path": "/api/torneio/avancar-fase", "query": "", "status_code": 200, "duration_ms": 48.95, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:41,645 | INFO | tennislegacy | {"event": "request_complete", "request_id": "b96efda6", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 36.67, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-04-06 18:34:43,888 | ERROR | tennislegacy | {"event": "erro_ao_avancar_fase", "reason": "name 'validar_nome_save' is not defined", "error_type": "NameError", "error": "name 'validar_nome_save' is not defined", "root_cause_type": "NameError", "root_cause": "name 'validar_nome_save' is not defined", "cause_chain": [{"type": "NameError", "message": "name 'validar_nome_save' is not defined"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/services/tournament_service.py\", line 383, in advance_tournament_phase\n    avancar_fase(instancia)\n    ~~~~~~~~~~~~^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio.py\", line 78, in avancar_fase\n    torneio._atualizar_fase_se_necessario(estado)\n    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio_core.py\", line 1091, in _atualizar_fase_se_necessario\n    if validar_qtd_vencedores(\n       ~~~~~~~~~~~~~~~~~~~~~~^\n        vencedores,\n        ^^^^^^^^^^^\n        self._perfil[\"vagas_qualy\"],\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n        f\"{fase}->{proxima_fase}\",\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ):\n    ^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio_core.py\", line 1059, in validar_qtd_vencedores\n    log_erro(self.nome_save, \"validar_qtd_vencedores\", RuntimeError(msg))\n    ~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/log_jogo.py\", line 37, in log_erro\n    save_ref = validar_nome_save(nome_save)\n               ^^^^^^^^^^^^^^^^^\nNameError: name 'validar_nome_save' is not defined", "save": "alexandre_paiva", "causa_provavel": "Falha em simular_npcs_na_fase_atual() ou avancar_fase()."}
2026-04-06 18:34:43,888 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "88e198ae", "method": "POST", "path": "/api/torneio/avancar-fase", "query": "", "status_code": 500, "detail": "Erro ao avan\u00e7ar fase.", "reason": "Erro ao avan\u00e7ar fase.", "duration_ms": 45.04, "save_ativo": "alexandre_paiva"}
2026-04-06 18:34:43,888 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "88e198ae", "method": "POST", "path": "/api/torneio/avancar-fase", "query": "", "status_code": 500, "duration_ms": 45.29, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-04-06 18:34:44,861 | ERROR | tennislegacy | {"event": "erro_ao_avancar_fase", "reason": "name 'validar_nome_save' is not defined", "error_type": "NameError", "error": "name 'validar_nome_save' is not defined", "root_cause_type": "NameError", "root_cause": "name 'validar_nome_save' is not defined", "cause_chain": [{"type": "NameError", "message": "name 'validar_nome_save' is not defined"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/services/tournament_service.py\", line 383, in advance_tournament_phase\n    avancar_fase(instancia)\n    ~~~~~~~~~~~~^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio.py\", line 78, in avancar_fase\n    torneio._atualizar_fase_se_necessario(estado)\n    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio_core.py\", line 1091, in _atualizar_fase_se_necessario\n    if validar_qtd_vencedores(\n       ~~~~~~~~~~~~~~~~~~~~~~^\n        vencedores,\n        ^^^^^^^^^^^\n        self._perfil[\"vagas_qualy\"],\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n        f\"{fase}->{proxima_fase}\",\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ):\n    ^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio_core.py\", line 1059, in validar_qtd_vencedores\n    log_erro(self.nome_save, \"validar_qtd_vencedores\", RuntimeError(msg))\n    ~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/log_jogo.py\", line 37, in log_erro\n    save_ref = validar_nome_save(nome_save)\n               ^^^^^^^^^^^^^^^^^\nNameError: name 'validar_nome_save' is not defined", "save": "alexandre_paiva", "causa_provavel": "Falha em simular_npcs_na_fase_atual() ou avancar_fase()."}
2026-04-06 18:34:44,861 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "e2635fe4", "method": "POST", "path": "/api/torneio/avancar-fase", "query": "", "status_code": 500, "detail": "Erro ao avan\u00e7ar fase.", "reason": "Erro ao avan\u00e7ar fase.", "duration_ms": 26.65, "save_ativo": "alexandre_paiva"}
2026-04-06 18:34:44,861 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "e2635fe4", "method": "POST", "path": "/api/torneio/avancar-fase", "query": "", "status_code": 500, "duration_ms": 26.98, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-04-06 18:34:45,534 | ERROR | tennislegacy | {"event": "erro_ao_avancar_fase", "reason": "name 'validar_nome_save' is not defined", "error_type": "NameError", "error": "name 'validar_nome_save' is not defined", "root_cause_type": "NameError", "root_cause": "name 'validar_nome_save' is not defined", "cause_chain": [{"type": "NameError", "message": "name 'validar_nome_save' is not defined"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/services/tournament_service.py\", line 383, in advance_tournament_phase\n    avancar_fase(instancia)\n    ~~~~~~~~~~~~^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio.py\", line 78, in avancar_fase\n    torneio._atualizar_fase_se_necessario(estado)\n    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio_core.py\", line 1091, in _atualizar_fase_se_necessario\n    if validar_qtd_vencedores(\n       ~~~~~~~~~~~~~~~~~~~~~~^\n        vencedores,\n        ^^^^^^^^^^^\n        self._perfil[\"vagas_qualy\"],\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n        f\"{fase}->{proxima_fase}\",\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ):\n    ^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio_core.py\", line 1059, in validar_qtd_vencedores\n    log_erro(self.nome_save, \"validar_qtd_vencedores\", RuntimeError(msg))\n    ~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/log_jogo.py\", line 37, in log_erro\n    save_ref = validar_nome_save(nome_save)\n               ^^^^^^^^^^^^^^^^^\nNameError: name 'validar_nome_save' is not defined", "save": "alexandre_paiva", "causa_provavel": "Falha em simular_npcs_na_fase_atual() ou avancar_fase()."}
2026-04-06 18:34:45,534 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "37a944d9", "method": "POST", "path": "/api/torneio/avancar-fase", "query": "", "status_code": 500, "detail": "Erro ao avan\u00e7ar fase.", "reason": "Erro ao avan\u00e7ar fase.", "duration_ms": 34.44, "save_ativo": "alexandre_paiva"}
2026-04-06 18:34:45,534 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "37a944d9", "method": "POST", "path": "/api/torneio/avancar-fase", "query": "", "status_code": 500, "duration_ms": 34.74, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-04-06 18:34:45,711 | ERROR | tennislegacy | {"event": "erro_ao_avancar_fase", "reason": "name 'validar_nome_save' is not defined", "error_type": "NameError", "error": "name 'validar_nome_save' is not defined", "root_cause_type": "NameError", "root_cause": "name 'validar_nome_save' is not defined", "cause_chain": [{"type": "NameError", "message": "name 'validar_nome_save' is not defined"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/services/tournament_service.py\", line 383, in advance_tournament_phase\n    avancar_fase(instancia)\n    ~~~~~~~~~~~~^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio.py\", line 78, in avancar_fase\n    torneio._atualizar_fase_se_necessario(estado)\n    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio_core.py\", line 1091, in _atualizar_fase_se_necessario\n    if validar_qtd_vencedores(\n       ~~~~~~~~~~~~~~~~~~~~~~^\n        vencedores,\n        ^^^^^^^^^^^\n        self._perfil[\"vagas_qualy\"],\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n        f\"{fase}->{proxima_fase}\",\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ):\n    ^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/torneio_core.py\", line 1059, in validar_qtd_vencedores\n    log_erro(self.nome_save, \"validar_qtd_vencedores\", RuntimeError(msg))\n    ~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/log_jogo.py\", line 37, in log_erro\n    save_ref = validar_nome_save(nome_save)\n               ^^^^^^^^^^^^^^^^^\nNameError: name 'validar_nome_save' is not defined", "save": "alexandre_paiva", "causa_provavel": "Falha em simular_npcs_na_fase_atual() ou avancar_fase()."}
